,vehicle_id,data_installment,listing_price,data_make,data_model,data_year,data_mileage,data_transmission,doors,seat_capacity,assembled,engine_cc,peak_power,peak_torque,engine_type,fuel_type
948,11158778,1904,146900,16,30,2022,1,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
949,11171529,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
950,9775853,1089,84000,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
951,7707165,1120,86400,36,126,2021,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
953,9209402,1338,103200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
954,9063682,940,72500,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
955,8346837,933,72000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
956,9681080,2706,208760,25,34,2022,1,0,5.0,6.0,0,2488.0,194.0,258.0,1,3
957,8881229,2411,185970,25,33,2022,1,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
958,9504196,1359,104823,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
959,11169307,1830,141151,36,78,2023,1,0,5.0,7.0,0,1998.0,139.0,183.0,1,3
960,11169184,1883,145208,36,40,2023,1,0,4.0,5.0,1,1798.0,140.0,172.0,1,3
961,9566519,2191,169000,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
962,9614621,2995,231000,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
963,10363039,3410,263000,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
964,10363020,3021,233000,20,36,2022,0,0,5.0,8.0,0,2151.0,201.0,440.0,1,0
965,10419358,1054,81300,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
966,10425968,1210,93300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
967,8676701,1750,135000,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
968,10417310,497,38300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
969,8426371,1608,124000,25,25,2021,0,1,4.0,5.0,1,1898.0,150.0,350.0,1,0
970,8451015,1608,124000,25,25,2021,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
971,10404189,3410,263000,20,36,2022,0,0,5.0,7.0,0,2151.0,201.0,440.0,1,0
972,8599135,933,72000,16,37,2022,1,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
973,8576683,1073,82800,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
974,8705532,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
975,11165886,2943,227000,37,68,2022,0,0,5.0,5.0,0,1984.0,245.0,370.0,1,3
976,11165829,2061,159000,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
977,10073843,1878,144888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
978,11168354,2450,189000,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
979,11113473,438,33800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
980,9279902,2437,188000,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
981,9283882,3047,235000,37,117,2022,0,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
982,10977127,2191,169000,37,68,2022,0,0,5.0,5.0,0,1395.0,150.0,250.0,1,3
983,9845622,1608,124000,25,25,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
984,10242017,1903,146788,33,134,2022,1,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
985,10740771,1210,93300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
986,11166257,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
987,11166208,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,179.0,420.0,1,0
990,10943019,1690,130388,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
991,10569754,3591,276999,26,27,2022,0,0,4.0,5.0,0,1496.0,204.0,300.0,1,3
992,11131928,789,60888,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
993,11132072,937,72300,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
994,10655048,873,67300,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
995,10731868,1010,77900,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
996,11164333,773,59610,29,90,2023,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
997,11164271,471,36360,29,26,2022,0,0,4.0,5.0,0,998.0,68.0,91.0,1,3
998,8754751,1022,78800,16,23,2022,0,0,5.0,7.0,0,1497.0,120.0,145.0,1,3
999,9489997,931,71800,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1000,9384491,918,70800,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1001,8628214,1465,113000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
1002,9959989,1527,117800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1003,10848321,1449,111800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1004,10848279,1514,116800,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
1005,8824067,1055,81390,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
1006,10306276,445,34300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1007,9947685,1943,149888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
1008,9892417,1943,149888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
1009,8806880,2165,167000,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
1010,9967763,2074,159990,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
1011,9308502,1690,130388,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
1012,9308525,2165,167000,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
1013,9308535,2376,183288,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
1014,8779751,1055,81390,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
1015,8779789,1645,126900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1016,8779721,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1018,7595703,2094,161500,16,30,2021,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
1019,10243764,1247,96170,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1020,9663714,598,46137,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1021,7159633,989,76260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1022,7162544,989,76260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1023,7220657,1092,84260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1024,7254678,1092,84260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1025,7820189,1393,107460,16,37,2023,0,0,4.0,5.0,0,1498.0,98.0,127.0,1,2
1026,7842621,1393,107460,16,37,2023,0,0,4.0,5.0,0,1498.0,98.0,127.0,1,2
1027,8468492,1209,93260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1028,8544740,1002,77260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1029,8896481,1002,77260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1030,11153299,987,76100,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1031,10998805,804,62000,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
1032,9593984,830,64000,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
1033,11159761,2165,167000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1034,8484912,807,62280,29,21,2021,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
1035,8859494,945,72880,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
1036,11159697,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1037,9100377,777,59900,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
1038,11159595,2165,167000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1039,11157627,1076,83000,36,126,2023,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
1040,8727999,1253,96680,36,106,2022,1,0,5.0,7.0,0,1496.0,105.0,135.0,1,3
1043,11148320,575,44385,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1044,8690277,1489,114880,36,76,2022,0,0,4.0,5.0,0,2393.0,150.0,400.0,1,0
1045,11148279,1105,85260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1046,10927102,1696,130788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1048,11155587,1488,114800,16,72,2023,1,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
1049,11155563,1694,130700,16,38,2023,1,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
1052,11147067,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1054,9881907,1640,126500,15,5,2022,0,1,2.0,2.0,0,4009.0,150.0,145.0,1,3
1055,9834544,1640,126500,15,5,2022,0,1,2.0,2.0,0,4009.0,150.0,145.0,1,3
1056,11157897,3487,269000,35,89,2022,0,0,4.0,5.0,2,1496.0,287.0,450.0,0,1
1057,9814191,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1058,11157465,1076,83000,36,126,2023,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
1059,10863318,756,58300,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
1060,10883444,406,31300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1061,9179629,1312,101200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
1062,9334915,1841,142000,36,41,2022,0,0,5.0,5.0,0,1798.0,98.0,142.0,1,2
1063,7493707,570,43980,29,26,2022,0,0,4.0,5.0,0,1329.0,95.0,121.0,1,3
1064,8515842,660,50900,29,90,2022,0,0,5.0,5.0,0,1329.0,95.0,121.0,1,3
1065,7493705,454,34990,29,15,2022,0,0,5.0,5.0,0,998.0,68.0,91.0,1,3
1066,11076017,1631,125788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1067,9109998,1883,145226,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1068,7240080,1828,141000,16,30,2022,1,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
1069,9559129,1063,82000,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1070,8897167,1002,77260,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1071,8468507,1209,93260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1072,7162679,989,76260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1074,7159889,989,76260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1075,8705739,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1077,8326525,895,69000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1079,8839844,933,72000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1080,10432622,1124,86720,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1081,9384485,915,70600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1084,10247904,3732,287888,26,27,2022,0,0,4.0,5.0,0,1496.0,204.0,300.0,1,3
1085,11146771,1878,144888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
1087,9992649,1124,86720,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1088,9923574,1811,139700,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1089,9253918,1403,108200,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
1090,9280751,1403,108200,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
1091,9647097,1872,144400,18,43,2022,0,0,4.0,5.0,1,2999.0,190.0,450.0,1,0
1092,9821079,1256,96850,18,43,2022,0,1,2.0,2.0,1,2999.0,190.0,450.0,1,0
1093,8719084,1182,91150,18,43,2022,0,1,4.0,5.0,1,1898.0,150.0,350.0,1,0
1094,8714696,1307,100800,18,43,2022,0,1,4.0,5.0,1,1898.0,150.0,350.0,1,0
1095,10014669,1318,101700,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
1096,11148307,1851,142788,9,105,2023,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1097,11148343,1475,113788,9,105,2023,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1098,8080311,614,47374,31,101,2021,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
1099,9807288,1256,96868,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1102,11150337,1312,101200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
1103,11149891,1619,124900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1104,11154898,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1105,11154792,2165,167000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1106,10569894,2376,183288,30,9,2022,0,0,5.0,7.0,0,1598.0,167.0,240.0,1,3
1107,11150035,1029,79390,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
1108,9726180,941,72600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1109,9535752,928,71600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1110,9629960,3266,251888,26,64,2022,1,0,5.0,5.0,0,1332.0,163.0,250.0,1,3
1111,9621205,3680,283888,26,65,2022,1,0,5.0,5.0,0,1991.0,224.0,350.0,1,3
1114,11151792,3486,268888,38,132,2022,0,0,5.0,5.0,0,1969.0,252.0,350.0,1,3
1115,11151775,3486,268888,38,132,2022,0,0,5.0,5.0,0,1969.0,253.0,350.0,1,3
1118,6902143,2430,187400,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
1119,7158815,1175,90600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1120,9127650,1312,101200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
1121,8705609,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1122,11146223,1281,98800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1123,11149160,2437,188000,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
1124,11132811,2201,169800,13,99,2022,0,0,5.0,5.0,1,1496.0,143.0,210.0,0,1
1125,8342696,1111,85720,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1126,9553594,3487,269000,35,89,2022,0,0,4.0,5.0,2,1496.0,351.0,510.0,0,1
1127,11150489,2577,198800,1,128,2021,0,0,5.0,5.0,0,1998.0,192.0,280.0,1,3
1128,9398520,1006,77600,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
1129,9961965,2295,177000,16,16,2023,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
1130,11149887,3591,276990,37,19,2023,0,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
1131,11149725,1785,137700,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1132,11149445,1481,114200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
1133,9066695,1115,85991,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1134,11149532,1875,144600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1135,11148808,2582,199164,23,4,2022,0,0,3.0,4.0,1,1496.0,184.0,270.0,0,1
1136,11149080,3578,276000,37,19,2022,0,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
1137,11114229,3732,287888,26,27,2022,1,0,4.0,5.0,0,1496.0,204.0,300.0,1,3
1139,10971646,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1140,6000928,888,68526,29,20,2022,1,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
1141,10666845,1140,87900,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
1142,8668965,542,41800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1143,10725277,1048,80800,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
1144,9952310,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,213.0,500.0,1,0
1145,9110000,1627,125526,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1146,11113458,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1147,8623361,1691,130400,36,41,2022,0,0,5.0,5.0,0,1798.0,140.0,172.0,1,3
1148,8628243,1206,93000,36,106,2022,0,0,5.0,7.0,0,1496.0,105.0,135.0,1,3
1149,8426667,1255,96800,27,138,2021,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1150,10162096,1506,116200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
1151,11144881,1939,149600,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1152,9564708,1232,95000,36,123,2022,0,0,5.0,7.0,0,1496.0,150.0,145.0,1,3
1153,9089522,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1154,10371649,1123,86600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1155,10371614,1123,86600,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1156,11147394,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1157,8590060,944,72800,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1159,9960701,1690,130388,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
1160,10101108,827,63800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
1161,10872023,687,53000,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
1162,10738728,620,47800,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
1163,10552205,1469,113300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1164,9282722,574,44300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1165,10872048,1206,93000,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1166,8857278,1036,79890,27,118,2022,0,1,4.0,5.0,1,2477.0,110.0,200.0,1,0
1167,9898214,1811,139700,27,118,2022,1,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1168,9376697,454,35000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1169,10873020,1645,126900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1170,10872827,1399,107900,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
1171,9258288,1522,117400,18,94,2022,0,1,2.0,2.0,0,4751.0,150.0,145.0,1,0
1172,9355105,1945,150000,16,38,2022,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
1173,9927492,1478,114000,16,72,2022,0,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
1174,9393803,1361,105000,16,37,2022,0,0,4.0,5.0,0,1498.0,98.0,127.0,1,2
1175,10068873,1123,86600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1176,9344124,2437,188000,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
1177,11022962,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1178,10196454,1476,113888,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1179,10196410,1852,142888,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1180,7881355,942,72666,29,20,2022,1,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
1181,10180827,520,40148,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1182,9514514,1024,79000,28,97,2022,0,1,5.0,2.0,1,1598.0,109.0,152.0,1,3
1183,11137108,1210,93300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1184,10330835,1007,77637,29,18,2022,0,0,5.0,7.0,0,1496.0,106.0,138.0,1,3
1185,7696120,1039,80112,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
1186,8685850,1296,99980,27,138,2022,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
1187,8879410,2269,175000,16,16,2023,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
1188,11108977,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1189,7158914,1110,85600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1190,10541934,1904,146900,16,30,2022,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
1191,10900717,1089,84000,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
1192,10153262,2159,166500,30,6,2022,0,0,5.0,5.0,0,1598.0,167.0,240.0,1,3
1193,10151501,2545,196340,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
1194,10392839,3732,287888,26,27,2022,0,0,4.0,5.0,0,1496.0,204.0,300.0,1,3
1197,11133058,3630,280000,35,89,2022,0,0,4.0,5.0,2,1496.0,287.0,450.0,0,1
1198,9663002,1037,80000,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1199,10616171,3059,235990,37,117,2022,1,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
1201,10185043,493,38000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1202,6950450,866,66800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
1204,9552144,2545,196340,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
1205,10596291,959,74000,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1207,10169642,1271,98000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
1209,10413645,1690,130388,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
1210,10970711,2365,182400,25,33,2022,0,0,5.0,5.0,0,2488.0,231.0,420.0,1,3
1211,9136701,1812,139788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1212,9136604,1812,139788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1213,9136654,1812,139788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1214,7602027,1929,148788,33,60,2020,0,0,5.0,5.0,1,1995.0,156.0,196.0,1,3
1215,8604779,1722,132788,33,134,2021,0,0,5.0,5.0,0,1995.0,155.0,196.0,1,3
1216,9136522,1722,132788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1217,7602022,1929,148788,33,60,2020,0,0,5.0,5.0,1,1995.0,156.0,196.0,1,3
1218,8604868,1929,148788,33,60,2020,0,0,5.0,5.0,1,1995.0,156.0,196.0,1,3
1219,9136672,1812,139788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1220,10579322,441,34000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1221,11138748,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
1222,10252516,1048,80800,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
1223,11102504,2175,167800,2,22,2022,0,0,5.0,5.0,1,1496.0,204.0,310.0,0,1
1224,9923657,1802,139000,33,134,2022,1,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1225,10836622,1711,132000,33,134,2022,1,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1226,10836661,1802,139000,33,134,2022,1,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
1227,10939517,1242,95800,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1228,8966878,454,34990,29,15,2022,0,0,5.0,5.0,0,998.0,68.0,91.0,1,3
1229,10939494,1242,95800,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1230,10882854,1391,107300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1231,10882801,1398,107800,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1232,11135049,3769,290688,21,119,2022,0,0,5.0,5.0,1,1987.0,171.0,205.0,1,3
1233,9913211,1281,98800,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1234,10698031,1171,90300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1235,9960073,1281,98800,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1236,10699445,1132,87300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1237,10939651,1132,87300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1238,11117308,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
1239,10393247,1436,110800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1240,9491501,1841,142000,28,98,2022,1,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
1241,10306633,445,34300,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
1242,9498434,1763,136000,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
1243,9498821,2385,184000,25,34,2022,0,0,5.0,6.0,0,2488.0,194.0,258.0,1,3
1244,10398010,1400,108000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
1245,9503266,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1246,7025895,1010,77900,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
1247,10684073,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
1248,10684126,1311,101155,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
1250,7472116,3486,268888,38,132,2022,0,0,5.0,5.0,0,1969.0,252.0,350.0,1,3
1251,10596286,959,74000,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
1253,8599296,985,76000,16,37,2022,1,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
1254,8638950,2191,169000,16,16,2022,1,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
