,vehicle_id,data_installment,listing_price,data_make,data_model,data_year,data_mileage,data_transmission,doors,seat_capacity,assembled,engine_cc,peak_power,peak_torque,engine_type,fuel_type
0,11207652,1694,130700,16,38,2023,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
1,11219593,3876,299000,35,89,2022,0,0,4.0,5.0,2,1496.0,287.0,450.0,0,1
2,11185947,1157,89260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
3,9789463,777,59900,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
4,8637396,1426,109990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
5,8795107,756,58300,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
6,8873806,892,68800,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
7,10778299,1097,84600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
8,9307651,446,34400,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
9,9349687,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
10,10737711,1018,78505,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
11,11188370,2917,224990,37,68,2023,0,0,5.0,5.0,0,1984.0,245.0,370.0,1,3
12,11206253,2217,171030,16,30,2023,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
13,11185832,1406,108460,16,37,2023,0,0,5.0,5.0,0,1498.0,98.0,127.0,1,2
14,11185845,1406,108460,16,37,2023,0,0,5.0,5.0,0,1498.0,98.0,127.0,1,2
15,7715933,2362,182200,25,33,2023,0,0,5.0,5.0,0,2488.0,231.0,420.0,1,3
16,10420803,788,60800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
17,10927341,1093,84300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
18,11207598,1694,130700,16,38,2023,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
19,11210134,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
20,7815632,1451,111900,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
22,11212741,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
23,9269394,1086,83800,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
24,9278809,1172,90400,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
25,10254074,1943,149888,36,76,2022,0,0,4.0,5.0,0,2755.0,204.0,500.0,1,0
26,10254056,1815,139991,36,41,2022,0,0,5.0,5.0,0,1798.0,98.0,142.0,1,2
27,10251257,1136,87600,36,139,2022,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
28,10251294,1172,90400,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
29,11185864,1170,90260,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
30,11185565,1157,89260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
31,11206165,1894,146061,16,30,2023,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
32,9269438,773,59610,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
34,10067027,1722,132800,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
35,7381489,2104,162300,16,30,2022,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
36,10628823,1130,87200,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
37,9722350,1802,139000,16,72,2022,0,0,5.0,5.0,0,1498.0,107.0,131.0,1,2
38,8591320,1143,88200,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
39,8714487,1318,101700,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
40,8632547,1941,149700,16,38,2022,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
41,10626625,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
43,11212241,3059,235990,37,117,2023,0,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
44,11212231,2450,188990,37,117,2023,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
45,11222886,1120,86400,36,126,2023,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
46,11222946,1084,83600,36,139,2023,0,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
48,11161687,931,71800,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
49,10644744,993,76600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
50,10644750,1879,144900,16,30,2022,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
51,11211629,454,35000,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
52,10297974,1006,77600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
53,11191221,984,75888,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
54,11191264,997,76888,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
55,8602966,945,72900,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
56,9963164,971,74900,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
57,9963099,961,74100,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
58,11185938,1157,89260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
59,11206221,2217,171030,16,30,2023,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
60,9311470,446,34400,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
61,9304838,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
62,10901054,1015,78300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
63,10297904,1176,90700,16,23,2022,0,0,5.0,7.0,0,1497.0,120.0,145.0,1,3
64,11222214,2930,225990,37,68,2023,1,0,5.0,5.0,0,1984.0,245.0,370.0,1,3
65,11222537,2074,159990,37,117,2023,1,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
66,11222622,2450,188990,37,117,2023,1,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
67,11222283,3059,235990,37,117,2023,1,0,5.0,7.0,0,1984.0,220.0,350.0,1,3
68,11222748,3591,276990,37,19,2023,1,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
69,10652896,1029,79388,28,97,2022,0,1,5.0,2.0,1,1598.0,109.0,152.0,1,3
70,11220976,961,74100,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
71,11220947,974,75100,16,37,2023,0,0,5.0,5.0,0,1498.0,98.0,127.0,1,2
72,7209939,2149,165800,16,30,2022,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
73,8610551,1188,91600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
74,11172895,1390,107188,31,130,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
75,9896540,1448,111688,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
76,11200571,1237,95388,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
77,11171519,1512,116666,31,131,2023,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
78,11185959,1390,107188,31,130,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
79,11171458,1449,111800,31,131,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
80,11185857,1241,95688,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
81,9205824,1075,82888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
82,9708729,1904,146888,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
83,10278713,945,72888,7,69,2022,0,1,5.0,2.0,1,1496.0,98.0,134.0,1,3
84,8984495,1543,119000,28,98,2022,0,0,4.0,5.0,1,2488.0,190.0,450.0,1,0
85,8959787,1750,135000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
86,9104793,782,60300,29,90,2022,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
87,11222735,1776,137000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
88,11210929,3358,259000,9,105,2022,0,0,4.0,5.0,1,2956.0,397.0,583.0,1,3
89,11064214,2545,196300,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
90,10986712,1690,130388,30,1,2022,0,0,5.0,5.0,0,1199.0,132.0,230.0,1,3
91,11206988,946,73000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
92,11206973,946,73000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
93,11210590,1776,137000,9,105,2023,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
94,11001128,1309,101000,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
95,11000775,1427,110100,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
96,11179817,1119,86300,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
97,11215777,503,38800,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
98,11206153,1894,146061,16,30,2023,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
99,11185881,1170,90260,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
100,11185553,1157,89260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
101,10978642,949,73226,29,20,2022,0,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
102,10379690,1172,90400,36,126,2022,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
103,11191332,944,72800,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
104,11170950,1853,142900,16,30,2022,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
105,9318530,376,28990,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
106,10901000,1015,78300,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
107,10104351,1850,142700,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
108,9674184,1606,123850,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
109,9675325,1318,101700,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
110,9674023,1182,91150,18,43,2022,0,1,2.0,2.0,1,1898.0,150.0,350.0,1,0
111,9297874,2398,184990,37,117,2022,1,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
112,7299961,1841,142000,16,30,2020,2500,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
113,10916691,3486,268888,38,132,2022,0,0,5.0,5.0,0,1477.0,265.0,425.0,1,2
114,7471457,985,76000,16,37,2021,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
115,10916438,3486,268888,38,132,2022,0,0,5.0,5.0,0,1969.0,253.0,350.0,1,3
116,8589398,3591,276990,37,19,2022,1,0,5.0,5.0,0,1984.0,280.0,350.0,1,3
117,10493366,1841,142000,9,105,2022,0,0,4.0,5.0,1,1996.0,179.0,420.0,1,0
118,11197476,2111,162800,16,30,2023,0,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
119,10718269,1751,135100,16,72,2022,0,0,5.0,5.0,0,1799.0,143.0,172.0,1,3
120,8596350,1188,91600,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
121,10409184,1337,103100,15,5,2022,0,1,2.0,2.0,0,4009.0,150.0,145.0,1,3
122,10409004,969,74736,7,69,2022,0,1,5.0,2.0,1,1496.0,98.0,134.0,1,3
124,10080693,1852,142888,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
125,10981144,3369,259888,9,105,2022,0,0,4.0,5.0,1,2956.0,397.0,583.0,1,3
126,10080532,1412,108888,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
127,10080616,2190,168888,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
128,10381612,1316,101480,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
129,9579591,1854,143000,36,74,2022,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
130,10077550,551,42530,31,79,2022,0,0,5.0,5.0,0,1332.0,95.0,120.0,1,3
131,11197461,765,59000,31,79,2023,0,0,5.0,5.0,0,1597.0,109.0,150.0,1,3
132,11165471,620,47800,31,101,2023,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
133,10207244,2411,185970,25,33,2022,1,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
134,11195946,1119,86300,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
135,11089330,1501,115800,36,74,2021,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
136,9882612,446,34400,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
137,10165608,1338,103200,27,118,2022,0,1,4.0,5.0,1,2442.0,181.0,430.0,1,0
138,8372256,583,45000,31,101,2022,0,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
139,8635871,1189,91700,18,43,2022,0,1,2.0,2.0,1,1898.0,150.0,350.0,1,0
140,8636731,1613,124400,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
141,8636415,1314,101350,18,43,2022,0,1,4.0,5.0,1,1898.0,150.0,350.0,1,0
142,8636333,1410,108750,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
143,8636874,1326,102250,18,43,2022,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
144,8636681,1879,144950,18,43,2022,0,0,4.0,5.0,1,2999.0,190.0,450.0,1,0
145,11199903,1119,86300,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
146,11199981,1119,86300,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
147,11199793,451,34800,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
148,8522378,1006,77600,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
149,8730608,1672,129000,16,38,2023,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
150,11191253,1671,128888,16,38,2023,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
151,11165279,984,75888,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
152,11176517,972,75000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
153,11176619,959,74000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
154,11170188,970,74800,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
155,11170225,1449,111800,16,72,2023,0,0,5.0,5.0,0,1498.0,181.0,240.0,1,3
156,11170176,954,73600,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
157,9872621,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
158,7678395,810,62500,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
159,9652162,948,73100,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
160,7493704,1808,139433,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
161,8257670,583,45000,31,101,2023,1,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
162,9135067,1119,86300,31,130,2023,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
163,9143152,1281,98800,31,131,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
165,10947421,3898,300668,20,47,2022,0,0,5.0,5.0,1,1496.0,325.0,605.0,0,1
166,8973714,3732,287888,26,27,2022,1,0,4.0,5.0,1,1496.0,204.0,300.0,1,3
167,8414751,1831,141200,25,33,2021,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
168,11202302,1841,142000,16,30,2023,1,0,5.0,5.0,0,1498.0,193.0,243.0,1,3
169,11202041,1802,139000,16,30,2023,1,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
170,10470075,1210,93300,31,130,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
171,11205683,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
172,9399000,2356,181700,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
173,7830565,1295,99900,27,138,2021,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
174,11066574,2541,196000,20,36,2022,0,0,5.0,11.0,1,2151.0,201.0,440.0,1,0
175,8603078,3250,250688,21,119,2022,0,0,5.0,5.0,1,1987.0,171.0,205.0,1,3
176,11205580,451,34800,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
177,8603082,980,75600,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
178,8602990,941,72600,29,21,2022,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
179,8410412,777,59900,29,90,2023,1,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
180,8545360,1002,77260,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
181,8788190,1875,144600,16,30,2022,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
182,8052752,1688,130200,25,31,2022,0,0,4.0,5.0,0,1998.0,150.0,145.0,1,3
183,7715779,2182,168300,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
184,7715275,2012,155200,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
185,8039699,2746,211800,25,34,2022,0,0,5.0,6.0,0,2191.0,190.0,450.0,1,0
186,7842691,1393,107460,16,37,2023,0,0,4.0,5.0,0,1498.0,98.0,127.0,1,2
187,7776962,2461,189800,25,34,2022,0,0,5.0,6.0,0,2488.0,194.0,258.0,1,3
188,9663751,2850,219800,25,34,2022,0,0,5.0,6.0,0,2488.0,231.0,420.0,1,3
189,8449230,1602,123600,25,25,2021,0,0,4.0,5.0,1,1898.0,150.0,350.0,1,0
190,7715867,2655,204800,25,34,2022,0,0,5.0,6.0,0,2488.0,194.0,258.0,1,3
191,9927935,2256,173980,25,33,2022,0,0,5.0,5.0,0,2191.0,190.0,450.0,1,0
192,7785521,1788,137900,25,33,2022,0,0,5.0,5.0,0,1998.0,165.0,213.0,1,3
193,9304755,376,28990,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
194,8632091,1775,136888,28,127,2022,0,0,5.0,7.0,0,1997.0,144.0,200.0,1,3
196,11208113,3732,287888,26,27,2023,0,0,4.0,5.0,0,1496.0,204.0,300.0,1,3
199,11207548,1694,130700,16,38,2023,0,0,4.0,5.0,0,1498.0,182.0,240.0,1,3
200,11220136,946,73000,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
201,11220126,946,73000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
202,9286478,376,28990,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
203,11218097,445,34300,31,111,2023,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
204,7439932,1110,85655,31,130,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
205,9062889,905,69800,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
206,8785919,1773,136788,33,134,2022,0,0,5.0,5.0,0,1995.0,156.0,196.0,1,3
207,8604854,2072,159788,33,60,2020,0,0,5.0,5.0,1,1995.0,156.0,196.0,1,3
208,8604877,2175,167788,33,60,2020,0,0,5.0,5.0,1,1995.0,156.0,196.0,1,3
209,10502590,1736,133888,28,127,2022,0,0,5.0,7.0,0,1997.0,144.0,200.0,1,3
210,9965370,1049,80888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
211,11216187,2061,159000,37,117,2023,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
212,9303878,451,34800,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
213,10518421,1670,128800,31,131,2022,0,0,5.0,5.0,0,1799.0,184.0,300.0,1,3
214,11198555,2347,181060,16,16,2023,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
215,11198546,1848,142561,16,30,2023,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
216,11198538,963,74260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
217,10603499,433,33400,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
218,10154535,2365,182400,16,16,2022,0,0,4.0,5.0,0,1498.0,201.0,260.0,1,3
219,11184543,3876,299000,35,89,2022,0,0,4.0,5.0,2,1496.0,351.0,510.0,0,1
220,7821228,1393,107460,16,37,2023,0,0,4.0,5.0,0,1498.0,98.0,127.0,1,2
221,7220762,1092,84260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
222,9986957,738,56900,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
223,10737665,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
224,4644138,467,35990,31,101,2019,1,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
225,10038126,2074,159990,37,117,2022,0,0,5.0,7.0,0,1395.0,150.0,250.0,1,3
226,9493096,1281,98800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
227,10900978,1015,78290,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
228,9349679,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
229,5516843,1873,144500,16,30,2020,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
230,8668864,1080,83300,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
231,7157878,1121,86500,16,37,2021,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
232,11207401,1006,77600,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
233,11216905,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
234,11212835,920,71000,29,21,2023,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
235,9492726,1605,123800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
236,7448294,1110,85655,31,130,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
237,7256331,1092,84260,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
238,10946707,1619,124880,9,105,2022,1,0,4.0,5.0,1,1996.0,211.0,500.0,1,0
239,11170986,1064,82100,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
240,11170991,1077,83100,16,37,2023,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
241,7814680,1554,119888,28,98,2021,0,0,4.0,5.0,0,2488.0,150.0,145.0,1,0
242,8974305,1141,88000,28,17,2020,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
243,11070103,1903,146799,28,113,2022,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
244,7768124,952,73400,29,21,2023,1,0,5.0,5.0,0,998.0,98.0,140.0,1,3
245,9792546,979,75500,29,18,2023,1,0,5.0,7.0,0,1496.0,106.0,138.0,1,3
246,6473305,570,43980,29,26,2023,1,0,4.0,5.0,0,1329.0,95.0,121.0,1,3
247,10901041,1015,78290,31,130,2022,0,0,5.0,5.0,0,1477.0,150.0,226.0,1,3
248,9318412,376,29000,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
249,11204704,1917,147888,28,113,2023,0,0,5.0,7.0,0,1997.0,150.0,200.0,1,2
250,11169086,1106,85310,36,126,2023,1,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
251,11214736,1132,87310,36,139,2023,1,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
252,11115636,2188,168800,25,33,2022,0,0,5.0,5.0,0,2488.0,194.0,258.0,1,3
253,11217748,1400,107990,27,118,2022,0,0,4.0,5.0,1,2442.0,181.0,430.0,1,0
254,8710348,1282,98880,36,76,2022,0,0,4.0,5.0,0,2755.0,204.0,500.0,1,0
255,11002497,979,75500,16,37,2020,0,0,4.0,5.0,0,1497.0,120.0,145.0,1,3
257,10095420,814,62800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
258,11163349,1006,77600,36,126,2023,0,0,4.0,5.0,0,1496.0,107.0,140.0,1,3
259,11202385,1465,113000,36,74,2023,0,1,3.0,2.0,0,2494.0,102.0,260.0,1,0
260,8392824,620,47800,31,101,2023,1,0,4.0,5.0,0,1597.0,109.0,150.0,1,3
261,8392637,1469,113300,31,130,2023,1,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
262,8598426,1149,88600,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
263,10939474,1449,111800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
264,11210140,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
265,11210155,1400,108000,9,105,2022,0,0,4.0,5.0,1,1996.0,170.0,405.0,1,0
266,9481316,1436,110800,31,131,2022,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
267,8852969,966,74500,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
268,8326583,1011,78000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
269,10095479,905,69800,31,50,2022,0,0,5.0,7.0,0,1561.0,140.0,205.0,1,3
270,8632079,1088,83888,28,17,2022,0,0,4.0,5.0,0,999.0,101.0,152.0,1,3
271,11202718,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
272,11149385,2930,225990,37,68,2023,0,0,5.0,5.0,0,1984.0,245.0,370.0,1,3
273,8596534,1077,83100,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
274,7348184,1130,87200,16,37,2021,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
275,10780618,2133,164500,16,38,2022,0,0,4.0,5.0,0,1993.0,143.0,189.0,1,2
276,6230658,1010,77900,29,20,2023,1,0,5.0,7.0,0,1496.0,102.0,133.0,1,3
277,9963153,1075,82900,16,37,2022,0,0,5.0,5.0,0,1498.0,121.0,145.0,1,3
278,10268185,1859,143400,16,30,2022,0,0,5.0,5.0,0,1997.0,154.0,189.0,1,3
279,9963102,1181,91100,16,37,2022,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
280,11215679,975,75210,29,18,2023,0,0,5.0,7.0,0,1496.0,106.0,138.0,1,3
281,11215661,708,54610,29,90,2023,0,0,5.0,5.0,0,1496.0,103.0,137.0,1,3
282,11209151,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
283,11209401,1296,99980,27,138,2023,0,0,5.0,7.0,0,1499.0,105.0,141.0,1,3
284,11215603,938,72380,29,21,2023,0,0,5.0,5.0,0,998.0,98.0,140.0,1,3
285,11215552,946,73000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
286,9318427,378,29190,31,111,2022,0,0,4.0,5.0,0,1332.0,95.0,120.0,1,3
287,11215449,946,73000,16,37,2023,0,0,4.0,5.0,0,1498.0,121.0,145.0,1,3
288,11214791,1076,83000,31,130,2023,0,0,5.0,5.0,0,1477.0,177.0,255.0,1,3
289,11214721,1076,83010,36,139,2023,1,0,5.0,5.0,0,1496.0,107.0,140.0,1,3
